time,Open,High,Low,Close,Volume
2023-01-01T11:31:00,5149.23,5150.17,5147.7,5149.53,370
2023-01-01T11:33:00,5149.53,5150.97,5147.59,5149.33,950
2023-01-01T11:35:00,5149.33,5149.81,5147.67,5147.83,517
2023-01-01T11:37:00,5147.83,5149.51,5147.06,5148.46,558
2023-01-01T11:39:00,5148.46,5149.39,5146.98,5147.62,595
2023-01-01T11:41:00,5147.62,5149.44,5146.2,5146.66,620
2023-01-01T11:43:00,5146.66,5147.71,5146.21,5147.1,864
2023-01-01T11:45:00,5147.1,5148.61,5146.24,5146.4,122
2023-01-01T11:47:00,5146.4,5147.07,5144.55,5145.33,588
2023-01-01T11:49:00,5145.33,5147.18,5143.62,5147.06,941
2023-01-01T11:51:00,5147.06,5147.81,5145.92,5147.68,499
2023-01-01T11:53:00,5147.68,5149.12,5146.9,5147.85,781
2023-01-01T11:55:00,5147.85,5148.6,5147.39,5147.75,910
2023-01-01T11:57:00,5147.75,5148.38,5146.75,5146.78,758
2023-01-01T11:59:00,5146.78,5148.12,5145.55,5147.86,212
2023-01-01T12:01:00,5147.86,5149.16,5147.16,5147.29,847
2023-01-01T12:03:00,5147.29,5147.74,5146.11,5147.53,727
2023-01-01T12:05:00,5147.53,5148.28,5145.69,5145.78,361
2023-01-01T12:07:00,5145.78,5146.46,5144.53,5145.3,320
2023-01-01T12:09:00,5145.3,5145.8,5143.95,5145.61,406
2023-01-01T12:11:00,5145.61,5147.21,5144.74,5145.77,162
2023-01-01T12:13:00,5145.77,5147.75,5143.92,5147.47,990
2023-01-01T12:15:00,5147.47,5148.6,5146.32,5147.29,350
2023-01-01T12:17:00,5147.29,5149.15,5146.55,5147.0,984
2023-01-01T12:19:00,5147.0,5148.92,5145.27,5146.86,502
2023-01-01T12:21:00,5146.86,5147.22,5144.86,5146.9,848
2023-01-01T12:23:00,5146.9,5148.42,5145.1,5146.49,426
2023-01-01T12:25:00,5146.49,5147.08,5144.64,5147.04,812
2023-01-01T12:27:00,5147.04,5148.39,5145.21,5148.37,275
2023-01-01T12:29:00,5148.37,5148.82,5147.15,5147.82,113
2023-01-01T12:31:00,5147.82,5148.54,5146.35,5146.83,421
2023-01-01T12:33:00,5146.83,5148.2,5145.23,5147.01,519
2023-01-01T12:35:00,5147.01,5147.81,5146.32,5147.75,840
2023-01-01T12:37:00,5147.75,5148.9,5147.22,5148.09,989
2023-01-01T12:39:00,5148.09,5148.93,5146.45,5148.72,594
2023-01-01T12:41:00,5148.72,5149.06,5146.75,5147.87,292
2023-01-01T12:43:00,5147.87,5149.02,5146.7,5148.87,473
2023-01-01T12:45:00,5148.87,5149.98,5147.35,5148.15,505
2023-01-01T12:47:00,5148.15,5149.93,5146.44,5147.91,189
2023-01-01T12:49:00,5147.91,5149.57,5145.93,5147.42,780
2023-01-01T12:51:00,5147.42,5149.12,5145.81,5148.86,102
2023-01-01T12:53:00,5148.86,5150.55,5146.96,5147.6,324
2023-01-01T12:55:00,5147.6,5148.55,5146.8,5147.81,624
2023-01-01T12:57:00,5147.81,5149.47,5146.54,5146.76,487
2023-01-01T12:59:00,5146.76,5148.71,5144.77,5148.34,410
2023-01-01T13:01:00,5148.34,5149.9,5146.96,5149.01,752
2023-01-01T13:03:00,5149.01,5150.27,5148.34,5148.67,602
2023-01-01T13:05:00,5148.67,5150.63,5147.99,5150.51,606
2023-01-01T13:07:00,5150.51,5152.29,5148.56,5151.18,306
2023-01-01T13:09:00,5151.18,5151.5,5149.38,5149.51,896
2023-01-01T13:11:00,5149.51,5151.42,5147.58,5149.69,716
2023-01-01T13:13:00,5149.69,5151.46,5149.37,5149.7,909
2023-01-01T13:15:00,5149.7,5150.99,5149.35,5150.86,439
