time,Open,High,Low,Close,Volume
2023-01-01T14:04:00,9762.48,9763.93,9761.95,9762.55,769
2023-01-01T14:06:00,9762.55,9763.73,9761.63,9762.83,926
2023-01-01T14:08:00,9762.83,9763.2,9761.43,9761.89,853
2023-01-01T14:10:00,9761.89,9762.99,9760.41,9760.6,251
2023-01-01T14:12:00,9760.6,9762.55,9760.03,9760.44,653
2023-01-01T14:14:00,9760.44,9762.22,9758.84,9760.69,209
2023-01-01T14:16:00,9760.69,9761.61,9760.23,9760.88,404
2023-01-01T14:18:00,9760.88,9762.23,9759.93,9760.52,355
2023-01-01T14:20:00,9760.52,9760.93,9759.31,9760.54,182
2023-01-01T14:22:00,9760.54,9761.48,9759.79,9759.83,760
2023-01-01T14:24:00,9759.83,9760.2,9758.72,9759.27,111
2023-01-01T14:26:00,9759.27,9759.92,9757.52,9759.77,575
2023-01-01T14:28:00,9759.77,9760.34,9759.01,9759.23,606
2023-01-01T14:30:00,9759.23,9760.58,9758.8,9759.54,326
2023-01-01T14:32:00,9759.54,9760.67,9759.22,9760.08,323
2023-01-01T14:34:00,9760.08,9762.08,9759.23,9760.32,525
2023-01-01T14:36:00,9760.32,9761.99,9759.43,9760.89,113
2023-01-01T14:38:00,9760.89,9762.64,9759.1,9760.72,434
2023-01-01T14:40:00,9760.72,9761.44,9759.46,9760.03,107
2023-01-01T14:42:00,9760.03,9760.82,9759.5,9760.36,238
2023-01-01T14:44:00,9760.36,9761.46,9759.88,9760.98,678
2023-01-01T14:46:00,9760.98,9762.29,9760.19,9760.61,618
2023-01-01T14:48:00,9760.61,9761.38,9758.81,9760.8,977
2023-01-01T14:50:00,9760.8,9761.51,9759.19,9761.35,905
2023-01-01T14:52:00,9761.35,9763.27,9760.53,9761.3,821
2023-01-01T14:54:00,9761.3,9762.1,9760.07,9760.59,851
2023-01-01T14:56:00,9760.59,9761.99,9758.69,9760.31,858
2023-01-01T14:58:00,9760.31,9761.45,9759.1,9759.18,877
2023-01-01T15:00:00,9759.18,9760.85,9758.47,9760.14,872
2023-01-01T15:02:00,9760.14,9761.3,9759.16,9760.43,880
2023-01-01T15:04:00,9760.43,9761.21,9759.83,9760.72,580
2023-01-01T15:06:00,9760.72,9762.28,9758.94,9762.21,474
2023-01-01T15:08:00,9762.21,9764.04,9760.3,9762.43,215
2023-01-01T15:10:00,9762.43,9763.17,9761.15,9763.03,464
2023-01-01T15:12:00,9763.03,9764.53,9761.27,9764.49,563
2023-01-01T15:14:00,9764.49,9764.93,9763.07,9763.48,939
2023-01-01T15:16:00,9763.48,9764.15,9761.73,9761.88,178
2023-01-01T15:18:00,9761.88,9763.37,9760.47,9761.0,464
2023-01-01T15:20:00,9761.0,9762.38,9759.83,9760.16,933
2023-01-01T15:22:00,9760.16,9761.9,9758.41,9760.42,737
2023-01-01T15:24:00,9760.42,9761.35,9759.45,9759.67,623
2023-01-01T15:26:00,9759.67,9761.39,9759.11,9759.68,569
2023-01-01T15:28:00,9759.68,9761.01,9759.27,9759.35,535
2023-01-01T15:30:00,9759.35,9759.82,9758.15,9758.56,922
2023-01-01T15:32:00,9758.56,9759.67,9757.81,9759.0,722
2023-01-01T15:34:00,9759.0,9759.49,9758.48,9758.79,321
2023-01-01T15:36:00,9758.79,9760.04,9757.57,9759.72,449
2023-01-01T15:38:00,9759.72,9761.11,9758.06,9759.7,674
2023-01-01T15:40:00,9759.7,9761.45,9758.98,9759.99,970
2023-01-01T15:42:00,9759.99,9760.42,9758.27,9758.69,123
2023-01-01T15:44:00,9758.69,9759.47,9757.04,9757.12,178
2023-01-01T15:46:00,9757.12,9759.09,9755.91,9757.6,407
2023-01-01T15:48:00,9757.6,9758.92,9757.22,9758.32,786
