time,Open,High,Low,Close,Volume
2023-01-01T11:06:00,4363.73,4365.07,4362.58,4363.69,494
2023-01-01T11:08:00,4363.69,4365.29,4363.21,4364.48,924
2023-01-01T11:10:00,4364.48,4365.81,4363.42,4364.6,584
2023-01-01T11:12:00,4364.6,4364.94,4363.62,4364.79,479
2023-01-01T11:14:00,4364.79,4366.0,4363.54,4363.89,345
2023-01-01T11:16:00,4363.89,4365.64,4362.47,4363.0,448
2023-01-01T11:18:00,4363.0,4364.84,4361.62,4362.47,570
2023-01-01T11:20:00,4362.47,4363.7,4361.65,4363.49,607
2023-01-01T11:22:00,4363.49,4364.74,4361.78,4364.25,207
2023-01-01T11:24:00,4364.25,4366.2,4362.54,4365.16,980
2023-01-01T11:26:00,4365.16,4367.03,4364.63,4366.51,974
2023-01-01T11:28:00,4366.51,4367.9,4365.18,4365.62,387
2023-01-01T11:30:00,4365.62,4367.15,4364.99,4366.86,526
2023-01-01T11:32:00,4366.86,4367.69,4365.88,4366.27,152
2023-01-01T11:34:00,4366.27,4367.44,4364.84,4366.11,861
2023-01-01T11:36:00,4366.11,4367.07,4365.32,4365.53,764
2023-01-01T11:38:00,4365.53,4367.38,4364.68,4365.13,293
2023-01-01T11:40:00,4365.13,4366.54,4363.81,4365.38,468
2023-01-01T11:42:00,4365.38,4366.58,4364.55,4366.08,325
2023-01-01T11:44:00,4366.08,4367.36,4364.96,4365.01,214
2023-01-01T11:46:00,4365.01,4365.41,4363.76,4364.86,155
2023-01-01T11:48:00,4364.86,4366.6,4364.07,4364.18,375
2023-01-01T11:50:00,4364.18,4365.06,4362.96,4363.62,957
2023-01-01T11:52:00,4363.62,4364.49,4362.02,4362.49,547
2023-01-01T11:54:00,4362.49,4363.22,4360.92,4361.69,890
2023-01-01T11:56:00,4361.69,4362.24,4360.2,4360.91,733
2023-01-01T11:58:00,4360.91,4361.96,4359.24,4360.89,536
2023-01-01T12:00:00,4360.89,4362.11,4359.7,4360.74,441
2023-01-01T12:02:00,4360.74,4362.4,4360.24,4360.4,139
2023-01-01T12:04:00,4360.4,4361.37,4359.19,4359.63,499
2023-01-01T12:06:00,4359.63,4360.31,4359.0,4359.77,975
2023-01-01T12:08:00,4359.77,4361.53,4357.98,4361.22,230
2023-01-01T12:10:00,4361.22,4361.62,4359.24,4359.82,177
2023-01-01T12:12:00,4359.82,4360.66,4359.16,4360.14,820
2023-01-01T12:14:00,4360.14,4361.2,4359.52,4360.35,998
2023-01-01T12:16:00,4360.35,4362.24,4360.01,4360.86,713
2023-01-01T12:18:00,4360.86,4362.86,4358.94,4359.94,478
2023-01-01T12:20:00,4359.94,4360.72,4358.61,4360.12,204
2023-01-01T12:22:00,4360.12,4360.98,4358.71,4359.78,114
2023-01-01T12:24:00,4359.78,4361.61,4358.01,4360.84,820
2023-01-01T12:26:00,4360.84,4361.36,4359.82,4360.01,653
2023-01-01T12:28:00,4360.01,4360.33,4358.08,4359.06,748
2023-01-01T12:30:00,4359.06,4359.8,4357.44,4359.45,584
2023-01-01T12:32:00,4359.45,4360.52,4357.68,4360.18,492
2023-01-01T12:34:00,4360.18,4360.82,4359.19,4359.81,658
2023-01-01T12:36:00,4359.81,4360.18,4358.46,4359.37,700
2023-01-01T12:38:00,4359.37,4361.08,4358.35,4360.89,979
2023-01-01T12:40:00,4360.89,4362.46,4360.19,4360.29,743
2023-01-01T12:42:00,4360.29,4361.87,4359.93,4360.43,223
2023-01-01T12:44:00,4360.43,4362.4,4359.17,4360.04,201
2023-01-01T12:46:00,4360.04,4361.13,4358.99,4359.26,557
2023-01-01T12:48:00,4359.26,4360.29,4357.64,4358.53,723
2023-01-01T12:50:00,4358.53,4359.24,4358.11,4358.4,933
2023-01-01T12:52:00,4358.4,4358.85,4356.96,4357.03,937
2023-01-01T12:54:00,4357.03,4357.93,4355.35,4355.6,732
2023-01-01T12:56:00,4355.6,4356.55,4353.74,4356.47,135
2023-01-01T12:58:00,4356.47,4357.92,4354.71,4357.07,364
2023-01-01T13:00:00,4357.07,4358.49,4356.69,4357.62,106
