time,Open,High,Low,Close,Volume
2023-01-01T11:42:00,8262.35,8264.1,8260.77,8261.05,149
2023-01-01T11:44:00,8261.05,8261.49,8260.2,8260.46,468
2023-01-01T11:46:00,8260.46,8261.21,8260.09,8261.04,143
2023-01-01T11:48:00,8261.04,8262.52,8260.4,8260.84,653
2023-01-01T11:50:00,8260.84,8262.23,8259.21,8260.15,406
2023-01-01T11:52:00,8260.15,8261.22,8259.38,8260.66,999
2023-01-01T11:54:00,8260.66,8261.19,8259.53,8260.68,142
2023-01-01T11:56:00,8260.68,8262.05,8260.28,8260.29,220
2023-01-01T11:58:00,8260.29,8261.4,8259.04,8260.96,843
2023-01-01T12:00:00,8260.96,8261.54,8258.97,8259.22,628
2023-01-01T12:02:00,8259.22,8261.03,8258.36,8259.21,888
2023-01-01T12:04:00,8259.21,8260.42,8258.49,8258.95,171
2023-01-01T12:06:00,8258.95,8260.78,8258.02,8258.74,241
2023-01-01T12:08:00,8258.74,8259.37,8258.41,8258.69,686
2023-01-01T12:10:00,8258.69,8259.24,8257.55,8257.57,947
2023-01-01T12:12:00,8257.57,8259.2,8256.11,8259.0,433
2023-01-01T12:14:00,8259.0,8260.69,8257.53,8258.05,103
2023-01-01T12:16:00,8258.05,8258.43,8256.22,8257.8,894
2023-01-01T12:18:00,8257.8,8258.77,8255.9,8257.76,711
2023-01-01T12:20:00,8257.76,8259.28,8256.49,8258.23,101
2023-01-01T12:22:00,8258.23,8258.83,8256.6,8258.33,796
2023-01-01T12:24:00,8258.33,8260.25,8257.89,8259.02,232
2023-01-01T12:26:00,8259.02,8259.55,8258.15,8258.82,971
2023-01-01T12:28:00,8258.82,8259.95,8257.14,8257.26,839
2023-01-01T12:30:00,8257.26,8258.9,8255.45,8257.67,255
2023-01-01T12:32:00,8257.67,8257.98,8256.69,8257.65,385
2023-01-01T12:34:00,8257.65,8257.98,8256.4,8257.56,506
2023-01-01T12:36:00,8257.56,8258.84,8256.14,8257.29,463
2023-01-01T12:38:00,8257.29,8258.56,8255.49,8257.49,233
2023-01-01T12:40:00,8257.49,8258.53,8255.58,8257.18,910
2023-01-01T12:42:00,8257.18,8258.44,8255.33,8256.59,142
2023-01-01T12:44:00,8256.59,8257.36,8255.54,8255.96,575
2023-01-01T12:46:00,8255.96,8256.38,8254.93,8255.07,550
2023-01-01T12:48:00,8255.07,8256.28,8254.77,8255.93,802
2023-01-01T12:50:00,8255.93,8256.33,8255.19,8256.19,542
2023-01-01T12:52:00,8256.19,8257.5,8255.28,8255.66,254
2023-01-01T12:54:00,8255.66,8256.31,8254.69,8255.57,436
2023-01-01T12:56:00,8255.57,8256.44,8253.74,8255.88,841
2023-01-01T12:58:00,8255.88,8257.52,8254.88,8256.88,430
2023-01-01T13:00:00,8256.88,8257.73,8255.52,8257.44,981
2023-01-01T13:02:00,8257.44,8259.11,8255.55,8258.68,498
2023-01-01T13:04:00,8258.68,8260.32,8257.36,8260.12,502
2023-01-01T13:06:00,8260.12,8261.61,8259.13,8260.22,818
2023-01-01T13:08:00,8260.22,8261.87,8259.22,8259.27,306
2023-01-01T13:10:00,8259.27,8260.34,8258.75,8259.8,179
2023-01-01T13:12:00,8259.8,8260.74,8258.81,8259.46,848
2023-01-01T13:14:00,8259.46,8260.87,8257.65,8260.07,678
2023-01-01T13:16:00,8260.07,8261.81,8259.47,8260.53,535
2023-01-01T13:18:00,8260.53,8261.32,8259.32,8261.12,444
2023-01-01T13:20:00,8261.12,8261.78,8260.23,8260.59,319
2023-01-01T13:22:00,8260.59,8262.43,8258.71,8261.72,582
2023-01-01T13:24:00,8261.72,8262.03,8261.04,8261.28,516
2023-01-01T13:26:00,8261.28,8262.7,8260.72,8260.91,886
2023-01-01T13:28:00,8260.91,8261.78,8259.27,8259.41,702
2023-01-01T13:30:00,8259.41,8260.51,8258.02,8259.29,319
2023-01-01T13:32:00,8259.29,8260.3,8258.1,8258.94,131
2023-01-01T13:34:00,8258.94,8259.84,8257.33,8258.2,573
2023-01-01T13:36:00,8258.2,8259.48,8256.73,8259.06,675
