open,high,low,close,volume,time,is_complete
9013.38560980725,9014.954656942477,9012.848476987416,9014.175503484601,1103,2022-01-01 00:00:00,True
9014.175503484601,9014.83604399583,9011.80676922044,9011.932476760641,996,2022-01-01 00:05:00,True
9011.932476760641,9012.650341758384,9011.495261445589,9012.2532433635,954,2022-01-01 00:10:00,True
9012.2532433635,9012.287680156976,9009.707305579543,9010.66359239491,967,2022-01-01 00:15:00,True
9010.66359239491,9011.22827006101,9008.133237624892,9008.829242075028,921,2022-01-01 00:20:00,True
9008.829242075028,9009.19079324847,9006.152285099128,9006.333094867461,869,2022-01-01 00:25:00,True
9006.333094867461,9006.489627490282,9004.491307326249,9005.088710638203,997,2022-01-01 00:30:00,True
9005.088710638203,9009.396297781297,9004.4686183156,9009.389977125955,974,2022-01-01 00:35:00,True
9009.389977125955,9012.337339493199,9009.31852988872,9011.792747166593,907,2022-01-01 00:40:00,True
9011.792747166593,9013.10513822543,9011.099063253427,9012.902915287346,1158,2022-01-01 00:45:00,True
9012.902915287346,9013.799374690565,9012.221498272664,9013.64064430464,1128,2022-01-01 00:50:00,True
9013.64064430464,9014.59738534456,9010.21934073325,9010.85734510317,1055,2022-01-01 00:55:00,True
9010.85734510317,9011.161587903165,9010.014394180267,9010.713353986726,847,2022-01-01 01:00:00,True
9010.713353986726,9011.667674585684,9008.368861779534,9008.85265892055,1026,2022-01-01 01:05:00,True
9008.85265892055,9009.621671285335,9007.60090777643,9008.458388934205,918,2022-01-01 01:10:00,True
9008.458388934205,9009.757833227552,9007.486535064434,9009.127429078047,1029,2022-01-01 01:15:00,True
9009.127429078047,9009.702548178255,9008.943328793099,9008.970750123151,1115,2022-01-01 01:20:00,True
9008.970750123151,9009.650220619911,9008.383285739628,9009.436948646633,1056,2022-01-01 01:25:00,True
9009.436948646633,9009.920287609484,9008.45262586862,9009.359913641198,929,2022-01-01 01:30:00,True
9009.359913641198,9009.614865117026,9006.623895433515,9006.64972554816,1083,2022-01-01 01:35:00,True
9006.64972554816,9007.56084812599,9003.864042147598,9004.759275146895,999,2022-01-01 01:40:00,True
9004.759275146895,9005.032743455906,9003.333833484488,9004.12548236544,791,2022-01-01 01:45:00,True
9004.12548236544,9005.095512422671,9003.140305497536,9004.4179898389,1130,2022-01-01 01:50:00,True
9004.4179898389,9005.203436295538,9004.100963503623,9004.608792188325,12146,2022-01-01 01:55:00,True
9004.608792188325,9005.391060634593,9004.461585426234,9005.356004190651,12136,2022-01-01 02:00:00,True
9005.356004190651,9005.948047122865,9004.8095440946,9005.506180287013,11600,2022-01-01 02:05:00,True
9005.506180287013,9005.643043602882,9005.056387360532,9005.298646785337,11642,2022-01-01 02:10:00,True
9005.298646785337,9005.488963939937,9005.085086515308,9005.258777503741,11465,2022-01-01 02:15:00,True
9005.258777503741,9006.292080038816,9004.910409191241,9005.581910044075,11818,2022-01-01 02:20:00,True
9005.581910044075,9005.99495024823,9005.460059250974,9005.66536731803,11931,2022-01-01 02:25:00,True
