time,Open,High,Low,Close,Volume
2023-01-01T11:44:00,2217.36,2219.16,2215.88,2218.62,950
2023-01-01T11:46:00,2218.62,2219.0,2217.32,2218.51,437
2023-01-01T11:48:00,2218.51,2219.27,2217.0,2218.61,648
2023-01-01T11:50:00,2218.61,2219.76,2217.86,2218.01,562
2023-01-01T11:52:00,2218.01,2219.45,2217.28,2217.69,214
2023-01-01T11:54:00,2217.69,2219.48,2217.1,2219.34,692
2023-01-01T11:56:00,2219.34,2219.69,2217.45,2219.08,715
2023-01-01T11:58:00,2219.08,2220.3,2217.34,2219.45,963
2023-01-01T12:00:00,2219.45,2221.29,2218.04,2218.97,892
2023-01-01T12:02:00,2218.97,2220.96,2217.69,2218.34,633
2023-01-01T12:04:00,2218.34,2219.3,2217.42,2219.23,330
2023-01-01T12:06:00,2219.23,2220.53,2218.07,2220.39,835
2023-01-01T12:08:00,2220.39,2221.06,2218.72,2218.78,906
2023-01-01T12:10:00,2218.78,2219.58,2218.26,2218.55,441
2023-01-01T12:12:00,2218.55,2219.17,2217.87,2218.74,152
2023-01-01T12:14:00,2218.74,2219.76,2217.09,2218.64,883
2023-01-01T12:16:00,2218.64,2219.16,2218.05,2218.45,961
2023-01-01T12:18:00,2218.45,2219.58,2218.05,2219.15,736
2023-01-01T12:20:00,2219.15,2220.63,2218.2,2219.02,641
2023-01-01T12:22:00,2219.02,2220.74,2217.62,2219.14,977
2023-01-01T12:24:00,2219.14,2220.94,2217.68,2220.44,578
2023-01-01T12:26:00,2220.44,2221.73,2220.14,2220.85,722
2023-01-01T12:28:00,2220.85,2221.24,2219.95,2220.4,508
2023-01-01T12:30:00,2220.4,2221.52,2219.63,2220.71,273
2023-01-01T12:32:00,2220.71,2221.78,2218.91,2220.01,168
2023-01-01T12:34:00,2220.01,2220.76,2219.18,2220.75,776
2023-01-01T12:36:00,2220.75,2221.93,2219.87,2219.99,693
2023-01-01T12:38:00,2219.99,2220.8,2218.51,2219.25,722
2023-01-01T12:40:00,2219.25,2219.67,2217.41,2217.51,955
2023-01-01T12:42:00,2217.51,2218.95,2216.07,2216.18,184
2023-01-01T12:44:00,2216.18,2217.53,2215.18,2217.21,522
2023-01-01T12:46:00,2217.21,2218.53,2216.56,2217.93,119
2023-01-01T12:48:00,2217.93,2218.64,2216.72,2217.44,272
2023-01-01T12:50:00,2217.44,2218.89,2216.64,2218.47,697
2023-01-01T12:52:00,2218.47,2220.29,2217.06,2219.89,976
2023-01-01T12:54:00,2219.89,2220.26,2218.41,2219.5,793
2023-01-01T12:56:00,2219.5,2220.64,2218.18,2218.34,884
2023-01-01T12:58:00,2218.34,2219.49,2216.38,2218.5,360
2023-01-01T13:00:00,2218.5,2218.86,2217.57,2217.84,531
2023-01-01T13:02:00,2217.84,2219.49,2217.28,2218.88,859
2023-01-01T13:04:00,2218.88,2219.93,2218.04,2219.26,304
2023-01-01T13:06:00,2219.26,2220.3,2218.64,2219.45,854
2023-01-01T13:08:00,2219.45,2219.85,2218.43,2219.15,811
2023-01-01T13:10:00,2219.15,2219.7,2217.42,2218.01,737
2023-01-01T13:12:00,2218.01,2219.65,2217.15,2218.54,832
2023-01-01T13:14:00,2218.54,2220.03,2217.2,2218.44,978
2023-01-01T13:16:00,2218.44,2218.88,2217.15,2217.95,369
2023-01-01T13:18:00,2217.95,2218.76,2217.07,2218.06,396
2023-01-01T13:20:00,2218.06,2219.54,2217.39,2218.66,286
2023-01-01T13:22:00,2218.66,2219.17,2216.91,2217.05,373
2023-01-01T13:24:00,2217.05,2218.2,2215.68,2216.82,356
2023-01-01T13:26:00,2216.82,2218.46,2216.24,2217.1,950
2023-01-01T13:28:00,2217.1,2218.64,2215.6,2216.78,948
2023-01-01T13:30:00,2216.78,2217.24,2216.03,2216.06,424
2023-01-01T13:32:00,2216.06,2217.97,2215.29,2215.36,518
2023-01-01T13:34:00,2215.36,2216.28,2214.67,2214.86,319
2023-01-01T13:36:00,2214.86,2215.22,2213.02,2213.84,741
