open,high,low,close,volume,time,is_complete
2333.9686580537286,2334.085257215383,2329.808721486662,2329.82524491597,896,2022-01-01 00:00:00,True
2329.82524491597,2330.3991256854265,2329.3286231694865,2330.377213380306,916,2022-01-01 00:05:00,True
2330.377213380306,2331.317037851199,2328.716637758798,2328.839893081801,1077,2022-01-01 00:10:00,True
2328.839893081801,2329.0357116804958,2326.7487701413584,2327.7295130879475,947,2022-01-01 00:15:00,True
2327.7295130879475,2330.1863411990967,2326.907436928117,2329.362306918103,1037,2022-01-01 00:20:00,True
2329.362306918103,2329.70950426581,2325.3771270615653,2326.0672325856344,935,2022-01-01 00:25:00,True
2326.0672325856344,2326.176512805073,2324.1121192301252,2324.3659273686994,1162,2022-01-01 00:30:00,True
2324.3659273686994,2326.369537805547,2324.3421247731935,2325.785525434765,878,2022-01-01 00:35:00,True
2325.785525434765,2326.0826629061594,2322.878465307363,2323.6610520192667,1048,2022-01-01 00:40:00,True
2323.6610520192667,2323.6734265624304,2321.6450778511203,2321.8912643540657,1017,2022-01-01 00:45:00,True
2321.8912643540657,2322.1175610639693,2320.9595065871163,2321.6673597701815,873,2022-01-01 00:50:00,True
2321.6673597701815,2321.785235205005,2320.228737239315,2321.2284146924862,887,2022-01-01 00:55:00,True
2321.2284146924862,2321.7650764771765,2319.3180691169787,2320.051188672882,1066,2022-01-01 01:00:00,True
2320.051188672882,2320.965551557468,2317.323407287354,2318.1413336486,1047,2022-01-01 01:05:00,True
2318.1413336486,2321.44728479538,2317.4834908227085,2321.299964904588,966,2022-01-01 01:10:00,True
2321.299964904588,2321.989581520062,2317.599006731284,2318.288265643202,941,2022-01-01 01:15:00,True
2318.288265643202,2319.7095145677677,2317.34373926959,2319.0815392473696,1026,2022-01-01 01:20:00,True
2319.0815392473696,2319.49491821143,2318.600350920664,2319.2223175823547,11931,2022-01-01 01:25:00,True
2319.2223175823547,2320.0960024151955,2318.67614302569,2319.3857114178654,11951,2022-01-01 01:30:00,True
2319.3857114178654,2320.1221070114734,2318.7456760866494,2318.9173124732506,11979,2022-01-01 01:35:00,True
2318.9173124732506,2319.2673321727184,2317.6172468520454,2317.9334605241625,12037,2022-01-01 01:40:00,True
2317.9334605241625,2318.841981589908,2317.299887003606,2317.666145078808,11773,2022-01-01 01:45:00,True
2317.666145078808,2318.494058355279,2317.1848009391765,2317.6130913992415,11919,2022-01-01 01:50:00,True
2317.6130913992415,2317.9689263242035,2316.4023514858363,2317.2924034614593,11576,2022-01-01 01:55:00,True
2317.2924034614593,2317.335966752994,2316.9735865096036,2317.089553414699,11924,2022-01-01 02:00:00,True
2317.089553414699,2317.2808027118185,2315.808112088405,2316.618291528857,12321,2022-01-01 02:05:00,True
2316.618291528857,2317.587719970497,2316.54011486188,2316.6117859985566,12088,2022-01-01 02:10:00,True
2316.6117859985566,2317.0765792162133,2316.5207204785243,2316.534103652325,11759,2022-01-01 02:15:00,True
2316.534103652325,2317.8791244709328,2315.8474633960427,2316.8814950594165,12033,2022-01-01 02:20:00,True
2316.8814950594165,2317.0880563267633,2316.4686106533363,2316.47503720209,12234,2022-01-01 02:25:00,True
2316.47503720209,2317.868586465211,2316.0456303778656,2316.931984819291,12116,2022-01-01 02:30:00,True
2316.931984819291,2317.693338642909,2315.953203294838,2316.128900976545,11946,2022-01-01 02:35:00,True
2316.128900976545,2317.3916580672008,2315.4913260130766,2316.406620394257,12178,2022-01-01 02:40:00,True
2316.406620394257,2317.6889679697556,2315.8119805946963,2316.8746396258393,12003,2022-01-01 02:45:00,True
2316.8746396258393,2317.060305128693,2315.067106521881,2315.728481931157,12380,2022-01-01 02:50:00,True
2315.728481931157,2316.245683560758,2315.4891239231706,2315.903924594867,1040,2022-01-01 02:55:00,True
2315.903924594867,2323.4985720692857,2314.9084737959283,2323.0113668852246,1014,2022-01-01 03:00:00,True
2323.0113668852246,2324.8217966978227,2322.1903701738634,2324.6443163293134,1097,2022-01-01 03:05:00,True
2324.6443163293134,2325.430322930142,2321.939366232941,2322.5802187666823,955,2022-01-01 03:10:00,True
2322.5802187666823,2327.036322629888,2321.722754167559,2327.0074149743946,1066,2022-01-01 03:15:00,True
2327.0074149743946,2327.925103179615,2324.811446662871,2325.0644841026296,1122,2022-01-01 03:20:00,True
2325.0644841026296,2325.6570392656754,2323.7129405057335,2324.0642726303486,880,2022-01-01 03:25:00,True
2324.0642726303486,2324.8483731272895,2323.536505719265,2323.5661014529533,918,2022-01-01 03:30:00,True
2323.5661014529533,2324.074532105544,2320.781522388366,2321.5639033071807,864,2022-01-01 03:35:00,True
2321.5639033071807,2321.9123056068347,2321.2501386437966,2321.827429052674,1036,2022-01-01 03:40:00,True
2321.827429052674,2321.896263370256,2320.451994822788,2321.111254382382,904,2022-01-01 03:45:00,True
2321.111254382382,2321.5917731015684,2320.781805607457,2321.0082386560453,923,2022-01-01 03:50:00,True
2321.0082386560453,2322.36733421058,2320.864613534518,2322.195974050435,843,2022-01-01 03:55:00,True
2322.195974050435,2325.999470948949,2322.170332462172,2325.757147048589,900,2022-01-01 04:00:00,True
2325.757147048589,2326.3688469621306,2323.4982679782497,2323.6715414938435,919,2022-01-01 04:05:00,True
2323.6715414938435,2323.9159676570757,2321.3124730674554,2321.6270352849547,803,2022-01-01 04:10:00,True
2321.6270352849547,2324.1818712046197,2320.6282882716164,2323.842713185982,992,2022-01-01 04:15:00,True
2323.842713185982,2325.005903887913,2323.016733270594,2324.150090636017,1004,2022-01-01 04:20:00,True
