time,Open,High,Low,Close,Volume
2023-01-01T12:07:00,7538.51,7539.31,7537.25,7537.64,504
2023-01-01T12:09:00,7537.64,7538.47,7536.99,7537.46,646
2023-01-01T12:11:00,7537.46,7538.32,7536.08,7537.53,860
2023-01-01T12:13:00,7537.53,7538.04,7536.33,7536.96,272
2023-01-01T12:15:00,7536.96,7537.38,7535.08,7536.91,376
2023-01-01T12:17:00,7536.91,7538.54,7536.37,7537.85,619
2023-01-01T12:19:00,7537.85,7538.66,7535.92,7538.18,759
2023-01-01T12:21:00,7538.18,7539.13,7537.51,7538.44,977
2023-01-01T12:23:00,7538.44,7540.12,7537.41,7538.94,256
2023-01-01T12:25:00,7538.94,7540.22,7538.02,7538.87,325
2023-01-01T12:27:00,7538.87,7540.53,7537.55,7538.16,346
2023-01-01T12:29:00,7538.16,7539.3,7536.2,7538.49,602
2023-01-01T12:31:00,7538.49,7539.63,7537.28,7539.31,233
2023-01-01T12:33:00,7539.31,7541.06,7538.26,7541.04,950
2023-01-01T12:35:00,7541.04,7541.47,7540.54,7541.14,946
2023-01-01T12:37:00,7541.14,7542.99,7539.69,7541.97,489
2023-01-01T12:39:00,7541.97,7543.94,7541.13,7541.49,286
2023-01-01T12:41:00,7541.49,7542.06,7540.49,7541.52,986
2023-01-01T12:43:00,7541.52,7543.35,7540.11,7542.05,886
2023-01-01T12:45:00,7542.05,7542.93,7540.51,7540.66,527
2023-01-01T12:47:00,7540.66,7541.86,7539.77,7539.82,796
2023-01-01T12:49:00,7539.82,7540.77,7539.27,7539.55,642
2023-01-01T12:51:00,7539.55,7540.88,7538.17,7539.93,988
2023-01-01T12:53:00,7539.93,7541.24,7538.21,7538.29,336
2023-01-01T12:55:00,7538.29,7540.26,7536.77,7539.94,186
2023-01-01T12:57:00,7539.94,7541.35,7538.14,7540.04,972
2023-01-01T12:59:00,7540.04,7540.57,7538.83,7540.5,239
2023-01-01T13:01:00,7540.5,7541.24,7540.04,7540.67,931
2023-01-01T13:03:00,7540.67,7541.87,7539.92,7540.72,459
2023-01-01T13:05:00,7540.72,7542.38,7539.05,7541.36,437
2023-01-01T13:07:00,7541.36,7543.27,7539.87,7542.8,732
2023-01-01T13:09:00,7542.8,7543.36,7540.89,7540.98,210
2023-01-01T13:11:00,7540.98,7542.95,7540.39,7541.0,330
2023-01-01T13:13:00,7541.0,7542.82,7539.81,7540.86,407
2023-01-01T13:15:00,7540.86,7542.14,7539.99,7541.66,639
2023-01-01T13:17:00,7541.66,7542.04,7539.99,7540.5,995
2023-01-01T13:19:00,7540.5,7542.38,7539.95,7541.29,893
2023-01-01T13:21:00,7541.29,7542.83,7539.66,7541.58,430
2023-01-01T13:23:00,7541.58,7542.37,7539.75,7540.66,315
2023-01-01T13:25:00,7540.66,7542.56,7538.95,7538.99,657
2023-01-01T13:27:00,7538.99,7540.93,7537.75,7540.67,213
2023-01-01T13:29:00,7540.67,7541.47,7538.78,7540.35,286
2023-01-01T13:31:00,7540.35,7542.06,7538.86,7541.14,664
2023-01-01T13:33:00,7541.14,7542.14,7540.78,7541.11,222
2023-01-01T13:35:00,7541.11,7542.38,7540.49,7542.31,238
2023-01-01T13:37:00,7542.31,7542.61,7541.46,7542.34,205
2023-01-01T13:39:00,7542.34,7544.09,7540.55,7542.88,937
2023-01-01T13:41:00,7542.88,7543.53,7540.93,7541.41,863
2023-01-01T13:43:00,7541.41,7542.71,7539.81,7542.13,204
2023-01-01T13:45:00,7542.13,7543.85,7541.12,7542.62,801
2023-01-01T13:47:00,7542.62,7544.11,7541.77,7543.66,693
2023-01-01T13:49:00,7543.66,7543.99,7543.25,7543.96,772
2023-01-01T13:51:00,7543.96,7544.69,7542.45,7543.02,152
2023-01-01T13:53:00,7543.02,7544.23,7542.0,7542.9,211
2023-01-01T13:55:00,7542.9,7544.34,7541.74,7542.0,845
2023-01-01T13:57:00,7542.0,7543.36,7540.7,7542.16,437
2023-01-01T13:59:00,7542.16,7543.13,7541.27,7541.91,864
2023-01-01T14:01:00,7541.91,7542.69,7541.59,7541.69,806
2023-01-01T14:03:00,7541.69,7542.66,7540.17,7541.37,945
2023-01-01T14:05:00,7541.37,7542.05,7540.06,7540.65,643
2023-01-01T14:07:00,7540.65,7541.59,7539.44,7539.68,687
