time,Open,High,Low,Close,Volume
2023-01-01T14:56:00,1724.74,1725.32,1723.29,1724.39,456
2023-01-01T14:58:00,1724.39,1725.5,1723.66,1724.08,257
2023-01-01T15:00:00,1724.08,1724.68,1723.17,1723.73,386
2023-01-01T15:02:00,1723.73,1724.14,1723.1,1723.55,844
2023-01-01T15:04:00,1723.55,1724.0,1722.93,1723.23,877
2023-01-01T15:06:00,1723.23,1724.86,1721.38,1722.85,234
2023-01-01T15:08:00,1722.85,1724.3,1720.95,1722.44,305
2023-01-01T15:10:00,1722.44,1724.36,1721.3,1721.72,920
2023-01-01T15:12:00,1721.72,1722.67,1720.58,1722.63,783
2023-01-01T15:14:00,1722.63,1723.26,1721.37,1722.99,977
2023-01-01T15:16:00,1722.99,1723.81,1721.04,1721.05,662
2023-01-01T15:18:00,1721.05,1721.75,1719.89,1720.22,503
2023-01-01T15:20:00,1720.22,1721.69,1718.74,1718.82,436
2023-01-01T15:22:00,1718.82,1719.57,1717.3,1717.89,751
2023-01-01T15:24:00,1717.89,1719.59,1717.35,1718.11,378
2023-01-01T15:26:00,1718.11,1719.32,1717.44,1718.36,729
2023-01-01T15:28:00,1718.36,1720.01,1717.43,1717.65,756
2023-01-01T15:30:00,1717.65,1719.19,1716.92,1719.01,247
2023-01-01T15:32:00,1719.01,1720.71,1717.78,1720.41,163
2023-01-01T15:34:00,1720.41,1721.64,1718.93,1721.21,482
2023-01-01T15:36:00,1721.21,1722.84,1720.91,1722.81,309
2023-01-01T15:38:00,1722.81,1724.74,1721.68,1723.91,473
2023-01-01T15:40:00,1723.91,1725.82,1721.93,1725.5,216
2023-01-01T15:42:00,1725.5,1726.21,1723.82,1724.7,573
2023-01-01T15:44:00,1724.7,1725.95,1723.26,1725.26,439
2023-01-01T15:46:00,1725.26,1725.74,1724.09,1724.86,356
2023-01-01T15:48:00,1724.86,1726.1,1723.91,1725.96,977
2023-01-01T15:50:00,1725.96,1727.5,1725.01,1725.47,970
2023-01-01T15:52:00,1725.47,1726.58,1724.71,1725.86,125
2023-01-01T15:54:00,1725.86,1727.71,1724.73,1727.58,815
2023-01-01T15:56:00,1727.58,1728.34,1726.08,1727.17,758
2023-01-01T15:58:00,1727.17,1728.6,1726.82,1728.06,276
2023-01-01T16:00:00,1728.06,1729.32,1727.22,1728.65,999
2023-01-01T16:02:00,1728.65,1730.34,1727.43,1730.3,117
2023-01-01T16:04:00,1730.3,1731.65,1729.94,1731.52,775
2023-01-01T16:06:00,1731.52,1732.1,1730.54,1731.64,656
2023-01-01T16:08:00,1731.64,1733.21,1730.31,1730.71,528
2023-01-01T16:10:00,1730.71,1731.96,1729.85,1731.62,745
2023-01-01T16:12:00,1731.62,1731.92,1730.66,1731.46,272
2023-01-01T16:14:00,1731.46,1732.66,1730.51,1730.67,127
2023-01-01T16:16:00,1730.67,1731.0,1728.78,1728.81,762
2023-01-01T16:18:00,1728.81,1729.33,1727.24,1728.94,937
2023-01-01T16:20:00,1728.94,1730.3,1728.48,1730.12,368
2023-01-01T16:22:00,1730.12,1731.68,1728.48,1729.27,355
2023-01-01T16:24:00,1729.27,1729.61,1728.43,1728.96,513
2023-01-01T16:26:00,1728.96,1730.56,1728.51,1729.65,127
2023-01-01T16:28:00,1729.65,1730.32,1728.45,1728.99,144
2023-01-01T16:30:00,1728.99,1730.9,1727.81,1728.98,894
2023-01-01T16:32:00,1728.98,1729.6,1728.56,1729.08,175
2023-01-01T16:34:00,1729.08,1731.02,1727.46,1729.74,113
2023-01-01T16:36:00,1729.74,1730.78,1728.35,1729.53,445
2023-01-01T16:38:00,1729.53,1731.02,1728.99,1729.2,771
