time,Open,High,Low,Close,Volume
2023-01-01T10:33:00,7056.86,7058.77,7055.37,7056.69,430
2023-01-01T10:35:00,7056.69,7058.42,7055.8,7057.59,468
2023-01-01T10:37:00,7057.59,7058.97,7056.89,7057.99,369
2023-01-01T10:39:00,7057.99,7058.93,7056.07,7057.6,156
2023-01-01T10:41:00,7057.6,7059.36,7056.33,7059.17,838
2023-01-01T10:43:00,7059.17,7059.9,7057.29,7059.56,645
2023-01-01T10:45:00,7059.56,7061.14,7057.79,7058.08,770
2023-01-01T10:47:00,7058.08,7059.18,7056.23,7059.13,770
2023-01-01T10:49:00,7059.13,7059.5,7058.19,7058.74,169
2023-01-01T10:51:00,7058.74,7059.59,7056.96,7057.16,789
2023-01-01T10:53:00,7057.16,7058.7,7056.41,7057.12,323
2023-01-01T10:55:00,7057.12,7058.52,7056.74,7058.31,215
2023-01-01T10:57:00,7058.31,7059.9,7057.41,7058.14,929
2023-01-01T10:59:00,7058.14,7059.17,7057.83,7058.32,445
2023-01-01T11:01:00,7058.32,7060.16,7057.54,7058.02,906
2023-01-01T11:03:00,7058.02,7058.44,7056.21,7056.27,106
2023-01-01T11:05:00,7056.27,7057.51,7055.82,7056.7,411
2023-01-01T11:07:00,7056.7,7058.07,7054.97,7056.6,921
2023-01-01T11:09:00,7056.6,7057.87,7054.61,7055.59,574
2023-01-01T11:11:00,7055.59,7056.31,7054.49,7055.37,377
2023-01-01T11:13:00,7055.37,7056.02,7054.64,7054.89,798
2023-01-01T11:15:00,7054.89,7056.38,7054.37,7055.79,188
2023-01-01T11:17:00,7055.79,7056.82,7054.52,7056.31,280
2023-01-01T11:19:00,7056.31,7058.11,7054.48,7054.83,882
2023-01-01T11:21:00,7054.83,7056.31,7053.56,7054.08,104
2023-01-01T11:23:00,7054.08,7056.08,7053.56,7053.61,416
2023-01-01T11:25:00,7053.61,7054.54,7052.61,7054.06,522
2023-01-01T11:27:00,7054.06,7055.08,7052.52,7053.53,226
2023-01-01T11:29:00,7053.53,7054.6,7052.3,7053.09,606
2023-01-01T11:31:00,7053.09,7053.57,7051.27,7052.64,229
2023-01-01T11:33:00,7052.64,7053.02,7050.81,7052.39,228
2023-01-01T11:35:00,7052.39,7053.42,7051.83,7053.14,366
2023-01-01T11:37:00,7053.14,7054.81,7051.16,7054.66,126
2023-01-01T11:39:00,7054.66,7055.28,7052.73,7054.34,365
2023-01-01T11:41:00,7054.34,7056.26,7052.97,7055.7,140
2023-01-01T11:43:00,7055.7,7056.17,7054.45,7055.62,802
2023-01-01T11:45:00,7055.62,7056.28,7054.23,7054.25,750
2023-01-01T11:47:00,7054.25,7055.26,7053.11,7054.98,689
2023-01-01T11:49:00,7054.98,7055.38,7053.24,7054.52,296
2023-01-01T11:51:00,7054.52,7055.02,7053.62,7053.69,894
2023-01-01T11:53:00,7053.69,7054.01,7052.36,7053.37,154
2023-01-01T11:55:00,7053.37,7054.26,7052.64,7054.23,794
2023-01-01T11:57:00,7054.23,7055.79,7053.39,7054.86,114
2023-01-01T11:59:00,7054.86,7055.68,7053.67,7054.37,640
2023-01-01T12:01:00,7054.37,7055.03,7053.83,7054.94,945
2023-01-01T12:03:00,7054.94,7056.86,7053.46,7054.98,850
2023-01-01T12:05:00,7054.98,7056.28,7053.04,7055.83,582
2023-01-01T12:07:00,7055.83,7056.21,7055.07,7055.1,109
2023-01-01T12:09:00,7055.1,7055.8,7053.35,7053.73,584
2023-01-01T12:11:00,7053.73,7055.37,7052.7,7055.17,774
2023-01-01T12:13:00,7055.17,7055.86,7053.31,7055.63,805
2023-01-01T12:15:00,7055.63,7057.26,7055.21,7056.03,462
2023-01-01T12:17:00,7056.03,7056.51,7055.57,7055.85,194
2023-01-01T12:19:00,7055.85,7056.68,7054.7,7056.4,778
2023-01-01T12:21:00,7056.4,7057.67,7054.95,7055.35,540
2023-01-01T12:23:00,7055.35,7055.81,7053.39,7055.5,771
2023-01-01T12:25:00,7055.5,7056.45,7053.85,7055.8,279
2023-01-01T12:27:00,7055.8,7056.44,7054.58,7055.94,295
2023-01-01T12:29:00,7055.94,7057.69,7054.39,7057.12,687
2023-01-01T12:31:00,7057.12,7057.52,7056.11,7056.64,343
2023-01-01T12:33:00,7056.64,7058.57,7055.94,7057.15,844
2023-01-01T12:35:00,7057.15,7058.79,7055.6,7058.34,935
